Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
146.0,0.0,2.0,0.0,0.0,55.0,0.0,4.0,106.0,0.0,5.0,71.0,0.0,48.0,25.0,0.0,0.0,2107.0,0.0,12.0,1.0,1.0,9.0,1.0,0.0,10.0,3.0,0.0,355.0,27.0,0.0,277.0,56.0,1.0,210.0,380.0,71.0,28.0,5.0,55.0,31.0,82.0,1.0,0.0,1.0,47.0,31.0,41.0,0.0,0.0,0.0,41.0,0.0,44.0,0.0,1.0
138.0,1.0,3.0,0.0,1.0,70.0,0.0,4.0,105.0,0.0,5.0,74.0,0.0,48.0,25.0,2.0,1.0,2051.0,2.0,12.0,2.0,1.0,6.0,1.0,0.0,9.0,1.0,0.0,341.0,35.0,0.0,281.0,71.0,1.0,221.0,378.0,79.0,32.0,3.0,60.0,27.0,79.0,2.0,0.0,0.0,43.0,23.0,38.0,0.0,1.0,0.0,36.0,0.0,49.0,0.0,1.0
191.0,0.0,1.0,0.0,1.0,88.0,0.0,2.0,107.0,0.0,7.0,78.0,0.0,53.0,24.0,1.0,1.0,2136.0,1.0,24.0,3.0,1.0,8.0,1.0,0.0,11.0,1.0,0.0,366.0,48.0,0.0,292.0,101.0,1.0,210.0,387.0,74.0,33.0,3.0,71.0,28.0,100.0,1.0,0.0,0.0,47.0,28.0,48.0,0.0,0.0,0.0,42.0,0.0,60.0,0.0,1.0
215.0,0.0,5.0,0.0,0.0,82.0,0.0,2.0,97.0,0.0,12.0,83.0,0.0,56.0,26.0,2.0,1.0,2067.0,4.0,29.0,2.0,1.0,9.0,1.0,0.0,10.0,1.0,0.0,388.0,56.0,0.0,290.0,103.0,1.0,216.0,404.0,79.0,38.0,8.0,74.0,27.0,96.0,3.0,0.0,0.0,55.0,36.0,48.0,0.0,0.0,0.0,45.0,0.0,62.0,0.0,1.0
239.0,0.0,9.0,1.0,0.0,83.0,0.0,2.0,118.0,0.0,16.0,78.0,0.0,54.0,25.0,0.0,1.0,2105.0,0.0,33.0,0.0,1.0,6.0,1.0,0.0,9.0,1.0,0.0,364.0,66.0,0.0,285.0,107.0,1.0,224.0,378.0,80.0,31.0,7.0,70.0,30.0,99.0,5.0,0.0,0.0,53.0,35.0,52.0,0.0,0.0,0.0,40.0,0.0,49.0,3.0,1.0
160.0,1.0,8.0,0.0,0.0,41.0,0.0,4.0,94.0,0.0,17.0,77.0,0.0,53.0,28.0,2.0,1.0,2055.0,1.0,6.0,0.0,1.0,7.0,1.0,0.0,10.0,8.0,0.0,358.0,26.0,0.0,310.0,23.0,1.0,226.0,381.0,72.0,35.0,3.0,52.0,24.0,55.0,5.0,1.0,2.0,34.0,21.0,34.0,0.0,0.0,0.0,39.0,0.0,64.0,0.0,1.0
158.0,0.0,5.0,0.0,0.0,48.0,0.0,6.0,103.0,0.0,17.0,77.0,0.0,58.0,28.0,1.0,0.0,2006.0,0.0,6.0,0.0,5.0,11.0,1.0,0.0,8.0,2.0,0.0,372.0,25.0,0.0,288.0,24.0,1.0,234.0,386.0,73.0,31.0,2.0,50.0,24.0,54.0,5.0,1.0,2.0,32.0,22.0,38.0,0.0,0.0,0.0,41.0,0.0,54.0,0.0,1.0
149.0,0.0,5.0,1.0,0.0,42.0,0.0,5.0,106.0,0.0,7.0,81.0,0.0,57.0,28.0,4.0,0.0,1990.0,1.0,6.0,0.0,5.0,12.0,1.0,0.0,8.0,1.0,0.0,388.0,26.0,0.0,268.0,26.0,1.0,242.0,370.0,88.0,36.0,3.0,52.0,27.0,54.0,5.0,0.0,2.0,37.0,22.0,37.0,0.0,0.0,0.0,44.0,0.0,68.0,0.0,1.0
156.0,0.0,7.0,1.0,0.0,48.0,1.0,4.0,104.0,0.0,10.0,75.0,0.0,59.0,29.0,1.0,0.0,2041.0,2.0,7.0,1.0,2.0,10.0,1.0,0.0,10.0,1.0,0.0,394.0,25.0,0.0,281.0,26.0,1.0,254.0,385.0,81.0,36.0,2.0,57.0,27.0,52.0,7.0,0.0,2.0,41.0,27.0,29.0,0.0,0.0,0.0,42.0,0.0,63.0,1.0,1.0
169.0,0.0,5.0,0.0,0.0,49.0,1.0,2.0,98.0,0.0,10.0,77.0,0.0,66.0,27.0,1.0,1.0,2087.0,5.0,5.0,2.0,4.0,9.0,1.0,0.0,12.0,2.0,4.0,418.0,27.0,0.0,309.0,18.0,1.0,279.0,383.0,87.0,43.0,4.0,54.0,23.0,53.0,5.0,1.0,0.0,35.0,25.0,32.0,0.0,1.0,3.0,41.0,1.0,62.0,1.0,1.0
