Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,0.0,1.0,0.0,1.0,77.0,1.0,3.0,70.0,0.0,5.0,35.0,1.0,43.0,8.0,2.0,1.0,2471.0,5.0,9.0,1.0,1.0,3.0,1.0,0.0,11.0,2.0,5.0,308.0,22.0,0.0,370.0,93.0,1.0,357.0,305.0,121.0,51.0,6.0,67.0,34.0,178.0,5.0,1.0,1.0,23.0,19.0,31.0,0.0,0.0,0.0,27.0,0.0,56.0,7.0,0.0
145.0,1.0,0.0,0.0,1.0,84.0,2.0,5.0,79.0,0.0,8.0,34.0,1.0,57.0,9.0,3.0,1.0,2448.0,3.0,15.0,0.0,0.0,6.0,0.0,0.0,9.0,3.0,1.0,283.0,25.0,0.0,333.0,70.0,0.0,345.0,318.0,92.0,57.0,8.0,67.0,34.0,176.0,7.0,1.0,1.0,28.0,19.0,33.0,0.0,0.0,0.0,27.0,1.0,57.0,4.0,0.0
171.0,1.0,0.0,1.0,1.0,82.0,6.0,8.0,78.0,0.0,7.0,27.0,1.0,41.0,9.0,1.0,0.0,2458.0,3.0,17.0,1.0,1.0,2.0,0.0,0.0,12.0,2.0,4.0,313.0,25.0,0.0,340.0,88.0,0.0,240.0,318.0,104.0,65.0,5.0,72.0,40.0,165.0,6.0,1.0,1.0,26.0,20.0,31.0,0.0,0.0,0.0,31.0,0.0,49.0,4.0,2.0
142.0,1.0,4.0,2.0,1.0,83.0,4.0,7.0,78.0,0.0,5.0,34.0,4.0,47.0,9.0,1.0,0.0,2406.0,4.0,13.0,0.0,1.0,5.0,0.0,0.0,13.0,1.0,5.0,313.0,22.0,0.0,343.0,90.0,0.0,253.0,335.0,94.0,49.0,9.0,65.0,32.0,163.0,5.0,1.0,0.0,26.0,23.0,27.0,0.0,1.0,0.0,33.0,0.0,87.0,4.0,2.0
136.0,1.0,3.0,1.0,2.0,78.0,4.0,8.0,86.0,0.0,3.0,32.0,3.0,47.0,6.0,2.0,0.0,2417.0,2.0,15.0,0.0,0.0,3.0,0.0,0.0,14.0,2.0,4.0,310.0,34.0,0.0,356.0,99.0,0.0,248.0,364.0,91.0,47.0,5.0,74.0,35.0,172.0,8.0,1.0,1.0,26.0,12.0,44.0,0.0,1.0,0.0,26.0,0.0,98.0,5.0,2.0
127.0,0.0,0.0,0.0,2.0,69.0,2.0,9.0,81.0,0.0,0.0,38.0,0.0,44.0,9.0,1.0,0.0,2462.0,1.0,10.0,0.0,0.0,4.0,0.0,0.0,10.0,1.0,3.0,289.0,25.0,0.0,367.0,88.0,0.0,229.0,363.0,100.0,43.0,4.0,63.0,37.0,182.0,5.0,1.0,0.0,22.0,10.0,47.0,0.0,0.0,0.0,26.0,0.0,100.0,2.0,2.0
128.0,0.0,0.0,1.0,2.0,68.0,5.0,8.0,91.0,0.0,3.0,34.0,0.0,50.0,11.0,1.0,0.0,2549.0,0.0,8.0,1.0,1.0,4.0,0.0,0.0,6.0,1.0,2.0,302.0,22.0,0.0,338.0,88.0,0.0,237.0,336.0,101.0,47.0,9.0,80.0,39.0,164.0,3.0,2.0,1.0,24.0,13.0,66.0,0.0,0.0,0.0,329.0,1.0,103.0,1.0,3.0
140.0,0.0,1.0,1.0,1.0,70.0,5.0,8.0,83.0,0.0,6.0,33.0,0.0,45.0,11.0,2.0,0.0,2543.0,1.0,8.0,1.0,0.0,8.0,1.0,0.0,9.0,1.0,3.0,287.0,26.0,0.0,327.0,76.0,0.0,279.0,381.0,104.0,40.0,6.0,63.0,43.0,150.0,2.0,3.0,2.0,28.0,14.0,61.0,0.0,0.0,0.0,34.0,0.0,102.0,0.0,2.0
139.0,0.0,2.0,0.0,1.0,74.0,3.0,4.0,86.0,0.0,6.0,34.0,0.0,49.0,11.0,2.0,0.0,2550.0,1.0,6.0,1.0,0.0,9.0,0.0,0.0,7.0,1.0,3.0,302.0,33.0,0.0,336.0,78.0,0.0,280.0,355.0,104.0,41.0,5.0,70.0,42.0,144.0,2.0,2.0,3.0,28.0,19.0,61.0,0.0,0.0,0.0,30.0,0.0,57.0,0.0,0.0
126.0,0.0,0.0,0.0,1.0,67.0,4.0,6.0,78.0,0.0,7.0,32.0,0.0,54.0,10.0,2.0,0.0,2364.0,3.0,3.0,2.0,0.0,5.0,0.0,0.0,12.0,1.0,1.0,282.0,32.0,0.0,352.0,72.0,1.0,258.0,364.0,96.0,41.0,6.0,63.0,35.0,141.0,3.0,2.0,2.0,23.0,12.0,62.0,0.0,0.0,0.0,30.0,0.0,51.0,0.0,0.0
135.0,0.0,1.0,1.0,1.0,58.0,0.0,2.0,72.0,0.0,5.0,39.0,0.0,48.0,11.0,2.0,0.0,2395.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,8.0,2.0,1.0,319.0,20.0,0.0,362.0,64.0,1.0,263.0,350.0,100.0,33.0,7.0,60.0,38.0,140.0,4.0,1.0,2.0,21.0,19.0,54.0,0.0,0.0,0.0,30.0,0.0,41.0,0.0,0.0
132.0,0.0,0.0,1.0,1.0,65.0,0.0,2.0,81.0,0.0,5.0,39.0,0.0,43.0,10.0,0.0,0.0,2380.0,0.0,11.0,0.0,0.0,8.0,0.0,0.0,11.0,1.0,2.0,322.0,28.0,0.0,337.0,58.0,1.0,260.0,357.0,108.0,33.0,13.0,61.0,36.0,131.0,3.0,0.0,0.0,29.0,17.0,66.0,0.0,0.0,0.0,30.0,0.0,52.0,0.0,0.0
135.0,0.0,2.0,1.0,1.0,64.0,0.0,2.0,88.0,0.0,3.0,44.0,1.0,42.0,10.0,3.0,0.0,2299.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,1.0,308.0,19.0,2.0,349.0,57.0,0.0,254.0,352.0,101.0,35.0,9.0,61.0,34.0,132.0,3.0,0.0,0.0,25.0,16.0,48.0,0.0,0.0,0.0,28.0,0.0,63.0,0.0,1.0
135.0,0.0,1.0,1.0,0.0,51.0,0.0,3.0,86.0,0.0,3.0,56.0,1.0,48.0,10.0,4.0,0.0,2371.0,1.0,8.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,1.0,294.0,17.0,2.0,323.0,50.0,0.0,259.0,354.0,94.0,33.0,11.0,59.0,39.0,123.0,3.0,0.0,0.0,37.0,16.0,45.0,0.0,0.0,0.0,22.0,0.0,43.0,0.0,1.0
147.0,0.0,0.0,0.0,0.0,69.0,0.0,4.0,99.0,0.0,13.0,58.0,0.0,42.0,12.0,2.0,0.0,2370.0,0.0,14.0,1.0,0.0,10.0,0.0,0.0,5.0,2.0,0.0,279.0,24.0,2.0,333.0,50.0,0.0,260.0,363.0,103.0,47.0,5.0,58.0,35.0,113.0,3.0,0.0,0.0,29.0,16.0,40.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,1.0
136.0,0.0,0.0,0.0,0.0,67.0,0.0,4.0,94.0,0.0,7.0,63.0,0.0,41.0,13.0,3.0,1.0,2292.0,0.0,17.0,1.0,0.0,9.0,0.0,1.0,6.0,2.0,0.0,279.0,30.0,2.0,296.0,67.0,0.0,236.0,379.0,88.0,46.0,4.0,61.0,36.0,111.0,3.0,0.0,0.0,30.0,17.0,38.0,0.0,0.0,0.0,28.0,0.0,51.0,1.0,0.0
136.0,0.0,2.0,0.0,1.0,65.0,1.0,2.0,88.0,0.0,6.0,59.0,0.0,36.0,14.0,0.0,0.0,2323.0,1.0,13.0,1.0,0.0,8.0,0.0,0.0,5.0,2.0,0.0,299.0,31.0,0.0,270.0,51.0,0.0,226.0,387.0,93.0,38.0,6.0,51.0,39.0,107.0,4.0,0.0,3.0,25.0,13.0,39.0,0.0,0.0,0.0,11.0,0.0,58.0,0.0,0.0
136.0,0.0,2.0,0.0,2.0,82.0,1.0,4.0,81.0,0.0,6.0,70.0,1.0,39.0,15.0,1.0,1.0,2276.0,1.0,7.0,1.0,0.0,8.0,0.0,0.0,9.0,1.0,0.0,299.0,26.0,0.0,277.0,51.0,0.0,220.0,407.0,103.0,47.0,4.0,56.0,36.0,95.0,4.0,0.0,3.0,33.0,17.0,36.0,0.0,0.0,0.0,26.0,0.0,54.0,0.0,0.0
139.0,0.0,3.0,2.0,0.0,68.0,0.0,4.0,98.0,0.0,6.0,70.0,0.0,51.0,18.0,0.0,1.0,2221.0,1.0,13.0,1.0,0.0,11.0,0.0,0.0,10.0,2.0,0.0,300.0,37.0,1.0,310.0,53.0,0.0,231.0,396.0,97.0,44.0,6.0,58.0,32.0,102.0,3.0,0.0,0.0,35.0,15.0,29.0,0.0,0.0,0.0,30.0,0.0,57.0,0.0,0.0
123.0,0.0,3.0,0.0,0.0,61.0,0.0,2.0,98.0,0.0,6.0,64.0,0.0,51.0,17.0,1.0,1.0,2270.0,2.0,17.0,0.0,0.0,6.0,0.0,0.0,9.0,2.0,1.0,308.0,27.0,1.0,316.0,55.0,0.0,227.0,390.0,91.0,43.0,5.0,52.0,30.0,111.0,3.0,0.0,0.0,36.0,12.0,27.0,0.0,0.0,0.0,29.0,0.0,52.0,0.0,0.0
131.0,0.0,3.0,1.0,0.0,54.0,0.0,3.0,93.0,0.0,8.0,62.0,1.0,43.0,17.0,0.0,1.0,2310.0,1.0,15.0,0.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,320.0,24.0,1.0,290.0,51.0,1.0,218.0,400.0,91.0,30.0,5.0,49.0,32.0,100.0,1.0,0.0,0.0,28.0,14.0,35.0,0.0,0.0,0.0,35.0,1.0,54.0,0.0,1.0
130.0,0.0,5.0,0.0,1.0,66.0,0.0,2.0,110.0,0.0,8.0,63.0,0.0,52.0,20.0,1.0,0.0,2248.0,0.0,21.0,1.0,0.0,11.0,0.0,0.0,7.0,1.0,0.0,348.0,27.0,0.0,306.0,48.0,1.0,197.0,385.0,90.0,34.0,8.0,63.0,29.0,84.0,1.0,0.0,0.0,29.0,28.0,34.0,0.0,0.0,0.0,34.0,0.0,51.0,0.0,1.0
140.0,0.0,5.0,0.0,1.0,60.0,0.0,2.0,129.0,0.0,8.0,65.0,0.0,40.0,20.0,0.0,0.0,2351.0,0.0,19.0,1.0,0.0,11.0,0.0,0.0,9.0,1.0,0.0,342.0,30.0,0.0,265.0,50.0,1.0,223.0,380.0,89.0,27.0,10.0,69.0,29.0,91.0,1.0,0.0,1.0,34.0,25.0,31.0,0.0,0.0,0.0,40.0,0.0,54.0,1.0,0.0
138.0,0.0,3.0,0.0,0.0,67.0,0.0,3.0,116.0,0.0,12.0,71.0,0.0,44.0,18.0,0.0,0.0,2207.0,0.0,12.0,1.0,0.0,9.0,0.0,0.0,7.0,1.0,0.0,327.0,23.0,0.0,275.0,52.0,1.0,229.0,399.0,94.0,36.0,5.0,44.0,30.0,91.0,1.0,0.0,1.0,40.0,28.0,38.0,0.0,1.0,0.0,37.0,0.0,58.0,0.0,0.0
148.0,0.0,4.0,1.0,0.0,56.0,0.0,0.0,91.0,0.0,9.0,71.0,0.0,52.0,22.0,0.0,0.0,2201.0,1.0,10.0,0.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,310.0,29.0,0.0,256.0,55.0,1.0,194.0,392.0,89.0,45.0,5.0,54.0,32.0,75.0,1.0,0.0,0.0,40.0,39.0,38.0,0.0,1.0,0.0,39.0,0.0,47.0,0.0,0.0
145.0,0.0,3.0,0.0,0.0,50.0,0.0,4.0,97.0,0.0,7.0,61.0,0.0,51.0,22.0,0.0,0.0,2086.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,9.0,4.0,0.0,325.0,28.0,0.0,266.0,46.0,1.0,201.0,370.0,74.0,30.0,6.0,54.0,34.0,90.0,1.0,0.0,1.0,40.0,36.0,39.0,0.0,0.0,0.0,41.0,0.0,50.0,1.0,0.0
