Zipcode,Household_Income,Income_per_Capita,Population
91730,69034.0,28145.0,71422.0
91764,56168.0,21097.0,54825.0
91775,82598.0,36417.0,25192.0
91790,79926.0,26836.0,45206.0
91977,64173.0,25474.0,63393.0
91020,73839.0,35586.0,8720.0
91030,96692.0,57477.0,25794.0
91104,74011.0,36603.0,37974.0
91205,43769.0,25138.0,37618.0
91007,80166.0,38448.0,34523.0
91042,55507.0,29928.0,26631.0
91206,62915.0,35828.0,34386.0
91301,121614.0,61015.0,25631.0
91320,115102.0,50055.0,45520.0
91321,68831.0,31468.0,34355.0
91350,112664.0,39763.0,37350.0
91351,80397.0,30280.0,32572.0
91361,121331.0,79626.0,20443.0
91601,52607.0,34693.0,37085.0
91606,46397.0,24006.0,44476.0
91732,51899.0,18266.0,63572.0
91755,52624.0,26307.0,27734.0
91801,55832.0,29698.0,54479.0
91803,60394.0,27343.0,30385.0
91786,58649.0,25794.0,53849.0
91789,99398.0,37295.0,44474.0
91791,80890.0,31375.0,34363.0
91360,95852.0,41846.0,43342.0
91040,81940.0,38153.0,20207.0
91352,55177.0,20817.0,47438.0
91101,65592.0,42724.0,21394.0
95476,76151.0,50187.0,36792.0
95485,37102.0,24212.0,2688.0
95524,73531.0,41389.0,1724.0
95492,99521.0,39479.0,29920.0
95501,42500.0,27488.0,23467.0
93591,46258.0,15579.0,6579.0
93609,41569.0,15881.0,5586.0
93616,35066.0,14746.0,2664.0
93618,42665.0,16411.0,31230.0
93626,82500.0,41148.0,1983.0
93501,32109.0,17800.0,4861.0
93505,48312.0,18682.0,13606.0
93526,41625.0,31891.0,570.0
93552,63261.0,19685.0,40266.0
93560,56274.0,24688.0,20929.0
93608,39844.0,13334.0,940.0
93669,35833.0,22595.0,164.0
93701,21820.0,9738.0,10274.0
93728,34667.0,18127.0,16382.0
93924,103426.0,63085.0,6568.0
93925,53222.0,15911.0,2155.0
93933,64921.0,29586.0,25015.0
93638,41129.0,14981.0,50894.0
93651,108594.0,42956.0,1915.0
93660,32627.0,11815.0,4228.0
93664,102222.0,58898.0,408.0
93667,76719.0,32501.0,2415.0
93673,39643.0,12608.0,740.0
93711,71825.0,45889.0,38349.0
93720,84614.0,41127.0,47270.0
93907,76360.0,32551.0,22766.0
93921,91313.0,63701.0,3379.0
93930,48141.0,16878.0,17142.0
93012,103043.0,49602.0,36225.0
93030,68543.0,22872.0,59755.0
93040,49853.0,18530.0,2007.0
93110,81429.0,48566.0,16660.0
93212,38075.0,9441.0,23424.0
93218,24583.0,12275.0,873.0
93260,40521.0,19741.0,228.0
93261,20845.0,8896.0,2715.0
93263,42953.0,15655.0,21572.0
93267,32319.0,14083.0,6347.0
93274,52096.0,20659.0,73778.0
93276,27361.0,16383.0,186.0
93422,82548.0,39077.0,33806.0
93455,84404.0,34771.0,45116.0
93612,42664.0,21778.0,35450.0
93621,42353.0,30881.0,94.0
92078,79673.0,37471.0,49034.0
92117,77621.0,37322.0,56173.0
92123,78880.0,38606.0,31216.0
92139,64510.0,23318.0,37040.0
92173,42561.0,14981.0,31866.0
92223,73588.0,28331.0,53914.0
92230,48284.0,16368.0,3406.0
92240,36067.0,17296.0,34447.0
92254,24755.0,10495.0,10385.0
92313,67034.0,29389.0,12512.0
92316,55603.0,18195.0,28783.0
93606,30855.0,11700.0,949.0
93624,32167.0,8939.0,1041.0
93648,33117.0,12232.0,16194.0
93654,46839.0,18972.0,30935.0
93656,50902.0,16648.0,6323.0
93010,92045.0,41674.0,45092.0
93015,67882.0,23694.0,17817.0
93117,62547.0,26646.0,58431.0
93202,48302.0,17188.0,3777.0
93223,38360.0,13084.0,10742.0
93244,67625.0,46611.0,395.0
93277,57596.0,27310.0,53015.0
93292,54832.0,24086.0,41031.0
93305,31454.0,12467.0,38725.0
93313,72946.0,23856.0,52637.0
93405,45611.0,19751.0,36550.0
93424,71090.0,76415.0,776.0
93432,90321.0,44028.0,1125.0
93433,68333.0,31949.0,13538.0
93450,51250.0,19351.0,806.0
93460,92557.0,48332.0,4929.0
93465,84366.0,39822.0,8914.0
93532,62932.0,29955.0,2871.0
93550,41675.0,16153.0,77006.0
93551,92500.0,34888.0,51085.0
93561,63288.0,27063.0,34839.0
93563,82656.0,33996.0,408.0
93602,65231.0,29425.0,3967.0
93605,91250.0,29528.0,188.0
93610,48694.0,16030.0,23607.0
93644,52597.0,29983.0,8981.0
93662,42305.0,17473.0,30922.0
93668,45074.0,19664.0,1173.0
93704,56769.0,29063.0,29294.0
93726,38435.0,16716.0,43209.0
93906,65203.0,22839.0,65256.0
93908,135606.0,61378.0,12093.0
93923,95644.0,73786.0,12833.0
93665,37018.0,11217.0,875.0
93702,26580.0,11091.0,44139.0
93705,38105.0,17020.0,37707.0
93706,30433.0,13474.0,40936.0
93710,49882.0,23107.0,32625.0
93905,49659.0,14162.0,60408.0
93940,81807.0,48311.0,32411.0
95130,120639.0,54504.0,14863.0
95138,173286.0,66825.0,20766.0
95210,43587.0,18185.0,41117.0
95233,70625.0,29872.0,567.0
95237,56190.0,28181.0,3531.0
95255,34444.0,22117.0,1358.0
95257,51193.0,26032.0,433.0
95306,45705.0,36432.0,882.0
95307,54405.0,18851.0,44736.0
95316,67012.0,27554.0,6616.0
95335,40893.0,20061.0,201.0
95336,62362.0,26212.0,47612.0
93927,55788.0,16283.0,18778.0
93035,86630.0,37883.0,29404.0
93067,57788.0,55161.0,454.0
93203,38836.0,12164.0,22744.0
93060,58352.0,22877.0,34181.0
93065,98946.0,42269.0,72061.0
93066,101827.0,55558.0,3112.0
93105,91966.0,52415.0,27515.0
93215,41877.0,13110.0,55269.0
93219,29176.0,11630.0,10167.0
93225,43021.0,24107.0,4816.0
95030,197647.0,115627.0,13288.0
95037,120864.0,52449.0,51652.0
95043,74205.0,40271.0,732.0
95045,77644.0,32621.0,4181.0
95050,88872.0,40803.0,39452.0
95066,106113.0,58559.0,15217.0
95120,185800.0,72890.0,37774.0
95123,112946.0,44898.0,67186.0
95225,66417.0,27102.0,470.0
95228,80706.0,38596.0,4501.0
95242,68611.0,37866.0,26235.0
95258,88630.0,43680.0,3881.0
95301,57322.0,23401.0,38707.0
95324,62022.0,30899.0,8016.0
95330,81339.0,24171.0,21552.0
95346,65365.0,34464.0,1661.0
95365,39808.0,14066.0,4710.0
95380,45901.0,21882.0,42672.0
95385,51429.0,24070.0,440.0
95389,63214.0,33533.0,1392.0
95405,84354.0,42282.0,21448.0
95412,70536.0,33446.0,402.0
95436,63556.0,41844.0,6352.0
95441,86154.0,40744.0,2053.0
95451,51469.0,28745.0,11627.0
95462,45588.0,37205.0,1265.0
95470,62600.0,29476.0,5719.0
95472,87716.0,47207.0,30762.0
95482,50000.0,28054.0,31847.0
95497,78350.0,53803.0,1161.0
95503,51462.0,26526.0,25503.0
95519,52758.0,28162.0,19099.0
95531,46282.0,22538.0,23470.0
95536,51424.0,31339.0,2898.0
95559,2499.0,,72.0
95564,41250.0,23803.0,432.0
95607,68990.0,56994.0,327.0
95608,61437.0,38483.0,61860.0
95619,67632.0,30540.0,5674.0
95624,91971.0,35090.0,65742.0
95004,106047.0,40949.0,3956.0
95032,135833.0,74430.0,26281.0
95060,71485.0,43396.0,47367.0
92040,74918.0,31295.0,46261.0
91384,108102.0,31494.0,28842.0
91405,43548.0,21483.0,55384.0
91505,84651.0,45028.0,30680.0
91607,62139.0,42030.0,30873.0
91701,94591.0,36446.0,40034.0
91722,77459.0,25475.0,35708.0
91748,71000.0,27660.0,47084.0
91761,71727.0,24248.0,61124.0
91773,84355.0,36302.0,34496.0
91784,118916.0,50643.0,25567.0
91905,34911.0,20955.0,1478.0
91910,61922.0,27841.0,74297.0
91304,68282.0,31446.0,53761.0
91324,75949.0,35218.0,29617.0
91335,60413.0,25396.0,80524.0
91342,70106.0,23545.0,96487.0
91343,62791.0,23175.0,66590.0
91105,122917.0,75672.0,12191.0
91016,74076.0,36750.0,41671.0
91108,158884.0,76675.0,13538.0
91204,45245.0,22365.0,18720.0
91303,55130.0,23826.0,31053.0
91306,67869.0,26645.0,49158.0
91331,60360.0,18397.0,105799.0
91604,103470.0,74954.0,32117.0
91702,62514.0,20939.0,62348.0
91024,96630.0,59521.0,11006.0
91106,80291.0,49582.0,25375.0
91107,95630.0,51685.0,32364.0
91355,92707.0,42911.0,31455.0
91401,54058.0,30819.0,41412.0
91381,128310.0,54992.0,20371.0
91406,55542.0,25897.0,55215.0
91423,83732.0,62619.0,33737.0
91502,38147.0,25992.0,11598.0
91602,81917.0,55190.0,19358.0
91706,62161.0,18853.0,77342.0
91710,79592.0,24103.0,90582.0
91711,97593.0,43584.0,36854.0
91906,47227.0,21279.0,4351.0
91913,96617.0,33917.0,53072.0
91942,61628.0,32733.0,40205.0
91962,107390.0,40621.0,2378.0
91978,72933.0,27961.0,10518.0
91001,98289.0,48448.0,37711.0
95526,30000.0,23523.0,210.0
95548,36125.0,17705.0,1224.0
95555,32083.0,25785.0,337.0
95570,51406.0,36725.0,2274.0
95573,49306.0,23081.0,1554.0
91316,74611.0,44289.0,29964.0
91504,75825.0,39471.0,26863.0
91724,83598.0,31907.0,26091.0
91103,69059.0,35115.0,28425.0
91008,117955.0,75536.0,1141.0
91046,28125.0,31015.0,143.0
91210,159500.0,93135.0,689.0
91387,90433.0,34263.0,43717.0
91390,116298.0,43281.0,19053.0
91708,90612.0,16576.0,3892.0
91915,112083.0,33654.0,31740.0
92335,50730.0,16138.0,99284.0
92371,55153.0,19851.0,17882.0
92372,50964.0,25340.0,6282.0
92392,57885.0,20549.0,58204.0
92505,64505.0,22465.0,51322.0
92401,23295.0,13259.0,1929.0
92408,39472.0,14209.0,14434.0
92504,62699.0,24598.0,59556.0
92506,91216.0,39375.0,45854.0
92509,66232.0,20402.0,81214.0
92539,42370.0,19860.0,4703.0
92543,33197.0,15787.0,37615.0
92586,39780.0,25958.0,20032.0
92592,101676.0,36385.0,84418.0
92618,101822.0,53112.0,43316.0
92625,140232.0,112566.0,12148.0
92679,162447.0,68790.0,32579.0
92688,108876.0,47463.0,45178.0
92708,84509.0,37851.0,57416.0
92806,68272.0,27724.0,39719.0
92843,60232.0,20948.0,46036.0
92870,89360.0,36425.0,53582.0
92004,38856.0,31174.0,2414.0
92007,106811.0,59649.0,11234.0
92037,105904.0,80761.0,39724.0
92020,55666.0,26344.0,58742.0
92025,60042.0,26004.0,53772.0
92027,63904.0,25622.0,56811.0
92065,89750.0,37029.0,36309.0
94591,80888.0,34621.0,55334.0
94595,73783.0,60641.0,17938.0
94596,101259.0,63700.0,20822.0
94598,148313.0,68779.0,27780.0
94606,53108.0,29339.0,38303.0
94610,96681.0,67152.0,31496.0
94618,156116.0,90384.0,17041.0
94703,77259.0,45542.0,21937.0
94705,121219.0,85752.0,13365.0
94937,82903.0,48318.0,816.0
94940,91688.0,44147.0,234.0
94965,103424.0,83637.0,11408.0
94558,88765.0,43035.0,69142.0
94564,90596.0,38461.0,19200.0
94015,90972.0,36257.0,64887.0
94027,250001.0,162635.0,7444.0
94038,144327.0,58440.0,3687.0
94041,129444.0,75692.0,14394.0
92066,59688.0,25461.0,572.0
92091,141818.0,93849.0,1343.0
92103,77551.0,58837.0,34878.0
92113,36787.0,15371.0,55623.0
92116,67461.0,46343.0,33767.0
92118,101520.0,58902.0,22484.0
92075,105027.0,64236.0,12624.0
92083,63262.0,23334.0,39043.0
92084,66099.0,27357.0,51419.0
92104,64157.0,40785.0,45202.0
92325,57153.0,29148.0,8621.0
92333,74706.0,43697.0,316.0
92336,90172.0,27556.0,96575.0
92365,55729.0,22044.0,2792.0
92389,27625.0,17975.0,146.0
92398,54073.0,21582.0,2098.0
92606,96588.0,44534.0,24694.0
92802,58944.0,21754.0,42248.0
92501,56239.0,23767.0,21656.0
92508,104668.0,33637.0,39225.0
92518,74741.0,39051.0,1186.0
92705,101711.0,47269.0,46470.0
92883,106403.0,37492.0,35072.0
92536,53107.0,25022.0,3028.0
92557,70234.0,23899.0,52089.0
92571,61780.0,17173.0,56446.0
92582,70578.0,19734.0,16783.0
92584,88201.0,29646.0,51298.0
92064,105788.0,43847.0,49933.0
92069,69625.0,28023.0,51447.0
92086,37333.0,33520.0,1544.0
92126,93994.0,35976.0,82572.0
92130,149344.0,68782.0,55316.0
92236,34222.0,16361.0,45090.0
92256,50515.0,28363.0,3282.0
92283,23413.0,14425.0,1694.0
92328,34375.0,29877.0,354.0
92363,31958.0,19471.0,5407.0
92008,85980.0,50253.0,27330.0
92036,52451.0,29361.0,2221.0
92587,80156.0,35397.0,17468.0
92590,70865.0,42413.0,4388.0
92620,110483.0,49437.0,48952.0
92630,92552.0,41918.0,61304.0
92657,204688.0,125710.0,9670.0
92660,122222.0,79397.0,36906.0
92694,166262.0,61902.0,29064.0
92704,65645.0,20145.0,90340.0
92867,90233.0,37174.0,44628.0
92880,105087.0,31260.0,69720.0
92886,123737.0,51620.0,50545.0
92562,89002.0,35853.0,64116.0
92354,54850.0,29702.0,21679.0
92377,83384.0,27419.0,19556.0
92507,48872.0,20230.0,57886.0
92548,44717.0,16722.0,8273.0
92551,61938.0,18520.0,33578.0
92553,50741.0,16445.0,75830.0
92567,68086.0,21690.0,10228.0
92570,52325.0,18062.0,60944.0
92604,105108.0,44060.0,28819.0
92646,96915.0,46143.0,55893.0
92662,106143.0,117060.0,2606.0
92677,103322.0,55367.0,66406.0
92804,61611.0,23692.0,88749.0
92821,89970.0,41089.0,37529.0
92860,96214.0,33402.0,26591.0
92866,72846.0,34636.0,15017.0
92879,66638.0,26427.0,46920.0
92337,77087.0,23918.0,38868.0
92342,75109.0,30627.0,6508.0
92345,50836.0,18634.0,80808.0
92346,61823.0,24897.0,61751.0
92347,45168.0,11442.0,843.0
92359,62306.0,27350.0,9056.0
92376,52618.0,17166.0,87027.0
92399,63984.0,29247.0,54163.0
92405,39681.0,15398.0,30511.0
92410,30072.0,12764.0,45641.0
92503,66579.0,24161.0,94512.0
92532,85181.0,27094.0,25475.0
92555,84612.0,25703.0,43957.0
92869,102536.0,42140.0,36913.0
92124,89080.0,39238.0,32170.0
92225,41886.0,17773.0,22149.0
92231,40759.0,16041.0,40019.0
92234,46367.0,25739.0,53961.0
92324,51105.0,20279.0,59409.0
92253,81193.0,46445.0,40368.0
92259,31786.0,28727.0,94.0
92262,49229.0,38276.0,28517.0
92273,27054.0,11468.0,1704.0
92275,27794.0,15712.0,2456.0
92284,41989.0,25625.0,26085.0
92285,31458.0,20331.0,2142.0
92026,71597.0,32134.0,49921.0
95595,47500.0,85598.0,182.0
95621,59693.0,29377.0,41757.0
95452,87961.0,46764.0,970.0
95521,36051.0,26207.0,21462.0
95528,56250.0,27620.0,1493.0
95540,46302.0,22081.0,14305.0
95552,27056.0,19871.0,659.0
95560,78566.0,35139.0,1466.0
95606,54152.0,34788.0,240.0
95629,75852.0,29998.0,795.0
95633,74362.0,33531.0,3857.0
95637,51641.0,15693.0,227.0
95662,77993.0,35382.0,32006.0
95667,69443.0,36315.0,36620.0
95678,70060.0,34310.0,43132.0
95682,87743.0,40061.0,30141.0
95823,44981.0,18230.0,79272.0
95825,37956.0,24738.0,35825.0
95826,62527.0,30793.0,38256.0
95920,46250.0,32915.0,285.0
95925,22669.0,20973.0,209.0
95674,83654.0,36159.0,913.0
95659,64375.0,33162.0,861.0
95668,64375.0,28414.0,743.0
95669,70417.0,30926.0,2348.0
95717,54643.0,41398.0,106.0
95720,43750.0,36416.0,83.0
95828,51229.0,20117.0,60270.0
95830,80278.0,37217.0,902.0
95842,50412.0,22419.0,32269.0
95901,49759.0,22208.0,33442.0
95350,49832.0,25543.0,53098.0
95919,46995.0,25169.0,1182.0
95928,47599.0,29696.0,37558.0
95943,58309.0,38308.0,908.0
95957,60625.0,29303.0,888.0
95973,64517.0,35161.0,35445.0
95630,109942.0,45371.0,76973.0
95639,59226.0,21171.0,321.0
91766,55785.0,19179.0,72332.0
91767,57521.0,21302.0,50264.0
91770,53506.0,20042.0,63425.0
91776,54131.0,23201.0,38410.0
91911,58598.0,22460.0,85365.0
91941,86791.0,40107.0,32384.0
91367,87699.0,50072.0,45282.0
93210,59302.0,21799.0,18025.0
93243,40595.0,19586.0,1938.0
93250,35112.0,11002.0,16088.0
93257,41048.0,17286.0,76923.0
93615,36311.0,11598.0,6513.0
93620,42484.0,21331.0,8889.0
93622,42399.0,15783.0,10395.0
93650,33100.0,16396.0,3477.0
93512,45481.0,30083.0,313.0
93516,46739.0,23917.0,2335.0
93523,63274.0,24419.0,3700.0
93527,72595.0,33293.0,1618.0
93531,135917.0,43710.0,388.0
93534,39906.0,18492.0,39088.0
93553,57833.0,32222.0,1781.0
93675,72000.0,28635.0,3759.0
93721,26885.0,15278.0,7611.0
93722,56028.0,21684.0,83179.0
93901,60060.0,28486.0,27805.0
93920,53690.0,30782.0,1403.0
93950,81710.0,49909.0,15595.0
93239,29145.0,12140.0,1520.0
93241,39463.0,12108.0,16834.0
93255,23333.0,29630.0,556.0
93256,27611.0,9909.0,5939.0
93280,37770.0,12264.0,27698.0
93301,35412.0,21747.0,12028.0
93437,63777.0,22696.0,3379.0
93445,64541.0,25788.0,7383.0
93442,68115.0,36903.0,10976.0
93444,83222.0,37217.0,20775.0
93453,43186.0,29510.0,2953.0
93463,81914.0,47873.0,8025.0
93514,57027.0,32632.0,14412.0
93549,61875.0,34055.0,264.0
93562,34643.0,20420.0,1723.0
93268,46289.0,20648.0,17964.0
93271,70972.0,39528.0,2432.0
93954,58500.0,13702.0,472.0
93955,61445.0,24851.0,34395.0
93960,58981.0,14358.0,26610.0
95514,58333.0,44670.0,117.0
95567,50938.0,30295.0,2066.0
95602,73485.0,37704.0,18063.0
95603,66272.0,38400.0,29244.0
95628,81235.0,44477.0,41121.0
95634,54013.0,26207.0,3445.0
95646,60875.0,31325.0,76.0
95650,93783.0,45299.0,14059.0
95664,71921.0,27425.0,1589.0
95673,62604.0,23162.0,15753.0
95684,60163.0,30795.0,3384.0
93962,117593.0,42186.0,385.0
93272,34706.0,11878.0,4454.0
93308,43659.0,22512.0,53702.0
93402,75302.0,39908.0,16350.0
93429,49286.0,19575.0,111.0
93430,63373.0,44411.0,2947.0
93063,89341.0,38684.0,56651.0
93205,22746.0,21189.0,1384.0
93224,43250.0,20271.0,453.0
93226,44464.0,38891.0,180.0
93240,42758.0,23805.0,6343.0
93251,45500.0,20194.0,229.0
95694,82620.0,37499.0,10386.0
95703,82794.0,39473.0,938.0
95714,46705.0,36075.0,440.0
95762,132470.0,55047.0,42494.0
95817,45410.0,28750.0,13461.0
95819,104414.0,52029.0,19659.0
95824,33986.0,14063.0,30296.0
95843,78102.0,27488.0,46709.0
95917,57917.0,26530.0,4030.0
95918,79152.0,39441.0,2643.0
95922,59531.0,35041.0,454.0
95926,45782.0,27443.0,39012.0
95932,50551.0,25823.0,7742.0
95938,82097.0,34691.0,4350.0
95946,65500.0,37698.0,9370.0
95955,67875.0,31934.0,1435.0
95959,60985.0,38781.0,17910.0
95965,33561.0,18283.0,20460.0
95966,44381.0,22513.0,29367.0
95970,50188.0,40090.0,551.0
95993,67384.0,29308.0,36962.0
95204,48062.0,26860.0,28425.0
95230,85299.0,33153.0,597.0
95231,41445.0,13369.0,5092.0
95246,40997.0,34199.0,1032.0
95247,49162.0,37795.0,4270.0
95315,55795.0,17519.0,14019.0
95689,56146.0,42802.0,1698.0
95326,74777.0,31154.0,9888.0
95328,54806.0,18269.0,4518.0
95841,47215.0,25167.0,20586.0
95912,68590.0,27047.0,5010.0
95948,53438.0,22600.0,11173.0
95950,31731.0,13565.0,394.0
95953,57556.0,23997.0,10942.0
95956,110625.0,50616.0,290.0
95987,60774.0,28588.0,6119.0
95334,52284.0,18040.0,16787.0
95337,80351.0,29711.0,37706.0
95356,69334.0,36311.0,32842.0
95363,66578.0,23119.0,26900.0
95383,64338.0,51586.0,3828.0
93265,59191.0,40022.0,3271.0
93287,92083.0,42468.0,96.0
93309,50742.0,24970.0,59378.0
93311,95293.0,39804.0,45763.0
93427,82917.0,35488.0,6071.0
93446,65694.0,34752.0,44753.0
93451,63401.0,27272.0,4089.0
93254,54444.0,20619.0,858.0
93285,30665.0,28601.0,2085.0
93286,42489.0,17861.0,9755.0
93312,97311.0,38306.0,60238.0
93109,96799.0,58015.0,11573.0
93111,106750.0,49625.0,17263.0
93201,31154.0,10728.0,1431.0
93221,50469.0,25562.0,14328.0
93230,59904.0,26185.0,66800.0
93401,65846.0,41526.0,28423.0
93207,18846.0,15935.0,239.0
93544,44156.0,29275.0,1181.0
93727,54491.0,21894.0,82920.0
93204,41709.0,9331.0,12923.0
93266,46107.0,15414.0,1406.0
93428,69766.0,41989.0,5981.0
93434,45361.0,16095.0,7350.0
93440,71433.0,32430.0,1648.0
93535,43929.0,16494.0,72948.0
93510,102563.0,44442.0,7626.0
93513,57813.0,30275.0,1692.0
93517,60878.0,34227.0,526.0
93543,48542.0,18370.0,15135.0
93555,64431.0,31663.0,33742.0
93604,84186.0,60016.0,629.0
93614,64722.0,33076.0,11676.0
93625,55588.0,22114.0,7862.0
93630,46311.0,19075.0,20195.0
93631,65466.0,29953.0,16349.0
93637,52207.0,21669.0,39381.0
93643,60445.0,30253.0,2960.0
93926,57246.0,18743.0,9262.0
90242,66019.0,24903.0,42553.0
90620,88082.0,30950.0,46842.0
90623,99576.0,40247.0,15813.0
90630,92073.0,37271.0,49169.0
90713,100132.0,37166.0,29061.0
90715,72616.0,27108.0,20136.0
95623,63160.0,34905.0,3730.0
95140,71563.0,52668.0,115.0
95937,49095.0,25172.0,1442.0
95939,34375.0,15164.0,673.0
95951,43688.0,15007.0,2788.0
95960,46591.0,24879.0,825.0
95979,39167.0,32524.0,430.0
95991,47871.0,22930.0,40684.0
95003,96600.0,53530.0,24837.0
95012,54333.0,16410.0,10792.0
95017,63333.0,41724.0,603.0
90716,45150.0,15849.0,14344.0
90717,69150.0,36903.0,21696.0
90731,51161.0,29603.0,61850.0
90744,47776.0,17071.0,57206.0
90746,84523.0,32749.0,26996.0
90008,39907.0,31172.0,31739.0
90013,21676.0,39316.0,11937.0
90016,46680.0,24790.0,46581.0
90017,31423.0,24409.0,26728.0
90036,80998.0,58567.0,37988.0
90064,95865.0,66508.0,25429.0
90504,86563.0,37246.0,33721.0
90602,51237.0,23245.0,25981.0
90631,79500.0,34038.0,69502.0
90814,69867.0,45265.0,18587.0
90815,88710.0,40777.0,41026.0
90230,80677.0,44768.0,32808.0
90249,59778.0,27475.0,26587.0
90272,194151.0,129521.0,22551.0
90291,91779.0,74585.0,27525.0
90303,50438.0,20344.0,24693.0
90403,107335.0,78563.0,24354.0
90006,35411.0,16383.0,61698.0
90032,50989.0,20814.0,47627.0
90042,59746.0,27780.0,63911.0
90043,47500.0,29541.0,44627.0
90047,47477.0,24189.0,48883.0
90049,127658.0,101869.0,36964.0
90212,93846.0,75033.0,13156.0
90245,98813.0,49818.0,16850.0
90277,102281.0,63149.0,34506.0
90290,118667.0,62612.0,5371.0
90302,47863.0,23302.0,30828.0
90503,90102.0,43041.0,44908.0
94577,75121.0,35985.0,48088.0
94590,49558.0,25805.0,37377.0
94599,64545.0,57863.0,3078.0
94074,121290.0,111112.0,197.0
94131,137762.0,84071.0,29902.0
94526,142426.0,74583.0,32539.0
94951,94126.0,45711.0,4571.0
94806,59564.0,24478.0,64410.0
94903,102947.0,58504.0,30048.0
94930,105100.0,58895.0,8678.0
94954,90911.0,40619.0,38414.0
93932,37273.0,17100.0,810.0
90065,63147.0,31523.0,47887.0
90241,69308.0,26901.0,44143.0
90248,62179.0,29146.0,11512.0
90270,39760.0,14451.0,27454.0
90275,133156.0,63906.0,42421.0
90305,74009.0,38255.0,15397.0
90401,72872.0,71623.0,7256.0
90402,147111.0,124128.0,11866.0
90404,75221.0,49181.0,22819.0
90670,67500.0,25199.0,16578.0
90745,76551.0,26513.0,56821.0
90806,49962.0,20656.0,42817.0
90813,36075.0,15421.0,59000.0
90001,38521.0,12835.0,58975.0
90012,42275.0,27356.0,35913.0
90034,71295.0,45844.0,55652.0
90061,39739.0,15992.0,27646.0
90066,79088.0,48514.0,59394.0
90638,87429.0,32014.0,49383.0
90712,91242.0,35582.0,31063.0
90804,49860.0,26400.0,39344.0
90807,77488.0,42071.0,32067.0
90810,58095.0,19400.0,38579.0
90501,70671.0,30183.0,42335.0
90660,65617.0,22075.0,63380.0
90704,69828.0,37346.0,3922.0
90720,101484.0,46123.0,22389.0
90723,53031.0,17381.0,54776.0
90803,87870.0,66068.0,32389.0
90022,43366.0,16180.0,65890.0
90019,52625.0,31994.0,66245.0
90028,43998.0,36703.0,30734.0
90037,33856.0,13283.0,65016.0
90041,80547.0,38137.0,29516.0
90048,95197.0,76790.0,22892.0
90057,33861.0,16600.0,49492.0
90067,129306.0,135962.0,2314.0
90068,83756.0,81972.0,20982.0
90069,92952.0,89862.0,20435.0
90210,143542.0,116411.0,19909.0
90221,48762.0,15167.0,52322.0
90232,82164.0,51972.0,14660.0
90240,82722.0,32167.0,26205.0
90247,51386.0,23789.0,47531.0
90274,162163.0,86426.0,25279.0
90293,103874.0,75708.0,12694.0
90301,44135.0,19934.0,37291.0
91006,100730.0,42684.0,33012.0
91011,161450.0,78405.0,20423.0
91201,58004.0,32925.0,23619.0
91302,129145.0,80187.0,26634.0
91901,92287.0,40882.0,18558.0
91902,95330.0,37505.0,20138.0
91914,133730.0,40907.0,16357.0
91916,98235.0,39827.0,1962.0
91932,51838.0,24079.0,26701.0
91935,100534.0,42324.0,8332.0
91950,45712.0,20983.0,62639.0
90502,69824.0,33240.0,18188.0
90603,98181.0,34085.0,21299.0
90604,70877.0,26411.0,42063.0
90007,25226.0,16212.0,41716.0
90015,39016.0,32600.0,21801.0
90003,37226.0,12316.0,72741.0
90020,46504.0,29899.0,39102.0
90023,41308.0,14157.0,46780.0
90027,64091.0,50282.0,44686.0
90039,86031.0,48035.0,29589.0
90045,96812.0,52519.0,41149.0
90046,67667.0,65751.0,50587.0
90077,210833.0,116179.0,8993.0
90260,62047.0,24392.0,35161.0
90262,49801.0,15590.0,70936.0
90278,118000.0,55624.0,40649.0
90211,82212.0,65606.0,7969.0
90056,86100.0,56024.0,7795.0
90058,20982.0,10862.0,2758.0
90062,44835.0,19099.0,34422.0
90220,53988.0,17765.0,53703.0
90222,45689.0,15260.0,32850.0
90255,42581.0,14733.0,75560.0
90265,149202.0,112483.0,18389.0
90266,150083.0,93616.0,35573.0
90292,109268.0,87124.0,22490.0
90304,44574.0,15695.0,25591.0
90505,96827.0,47017.0,37641.0
90621,60799.0,24646.0,35398.0
90640,53615.0,23059.0,63177.0
90650,66453.0,22076.0,105886.0
90002,35410.0,12372.0,53111.0
90005,35149.0,22694.0,39479.0
90011,36954.0,11985.0,109414.0
90014,35857.0,47740.0,8335.0
90026,60820.0,34316.0,69589.0
90033,35548.0,14851.0,47583.0
90038,39984.0,26001.0,27660.0
90040,46532.0,17821.0,12645.0
90044,34311.0,15416.0,96436.0
90808,109918.0,48646.0,38860.0
90680,58402.0,22425.0,30321.0
90701,63792.0,24172.0,16858.0
90802,53358.0,38355.0,39453.0
90805,49370.0,19114.0,96708.0
90004,48754.0,31139.0,61586.0
90605,75575.0,25934.0,40957.0
90606,70640.0,24520.0,32803.0
90703,98934.0,38355.0,50963.0
90732,99519.0,46518.0,22273.0
90740,67970.0,55618.0,24494.0
90742,81667.0,73855.0,699.0
90021,15149.0,30468.0,2922.0
90059,41995.0,13197.0,45952.0
90280,50246.0,17174.0,95103.0
90743,150208.0,78193.0,267.0
90405,94446.0,69183.0,28115.0
90706,55729.0,23394.0,77529.0
90018,41768.0,20658.0,53256.0
90250,53303.0,24581.0,96836.0
90601,74296.0,31615.0,33058.0
90254,137188.0,92921.0,19650.0
